Kommune,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Kviteseid,2022-01-01,Kjønn samlet,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,1,5,8
Kviteseid,2022-01-01,Kjønn samlet,0-14 år,Personskader (S00-T78),"per 1000, standardisert",,1,5,8
Kviteseid,2022-01-01,Kjønn samlet,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,5,8
Kviteseid,2022-01-01,Kjønn samlet,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,5,8
Kviteseid,2022-01-01,Kjønn samlet,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,5,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,KOLS (J44),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,Personskader (S00-T78),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,6,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,KOLS (J44),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,Personskader (S00-T78),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,7,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,KOLS (J44),"per 1000, standardisert",,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",21.6,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.5,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,8,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",18.1,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,KOLS (J44),"per 1000, standardisert",,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",20.9,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,Personskader (S00-T78),"per 1000, standardisert",9.3,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,9,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,KOLS (J44),"per 1000, standardisert",,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.1,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,Personskader (S00-T78),"per 1000, standardisert",,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,10,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",73.5,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,KOLS (J44),"per 1000, standardisert",,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",47.9,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",37.8,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,1,11,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,12,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",82.5,1,13,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",,1,13,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,1,13,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",36.7,1,13,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",,1,13,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,13,8
Kviteseid,2022-01-01,Kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,1,13,8
Kviteseid,2022-01-01,Menn,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",21.2,2,1,8
Kviteseid,2022-01-01,Menn,Alle aldre,KOLS (J44),"per 1000, standardisert",,2,1,8
Kviteseid,2022-01-01,Menn,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,1,8
Kviteseid,2022-01-01,Menn,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",,2,1,8
Kviteseid,2022-01-01,Menn,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",,2,1,8
Kviteseid,2022-01-01,Menn,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,1,8
Kviteseid,2022-01-01,Menn,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,2,1,8
Kviteseid,2022-01-01,Menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",13.4,2,2,8
Kviteseid,2022-01-01,Menn,0-74 år,KOLS (J44),"per 1000, standardisert",,2,2,8
Kviteseid,2022-01-01,Menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",16.5,2,2,8
Kviteseid,2022-01-01,Menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",13.7,2,2,8
Kviteseid,2022-01-01,Menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,2,8
Kviteseid,2022-01-01,Menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,2,8
Kviteseid,2022-01-01,Menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,2,8
Kviteseid,2022-01-01,Menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,3,8
Kviteseid,2022-01-01,Menn,0-44 år,KOLS (J44),"per 1000, standardisert",,2,3,8
Kviteseid,2022-01-01,Menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,3,8
Kviteseid,2022-01-01,Menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",10.5,2,3,8
Kviteseid,2022-01-01,Menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,3,8
Kviteseid,2022-01-01,Menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,3,8
Kviteseid,2022-01-01,Menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,3,8
Kviteseid,2022-01-01,Menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-24 år,KOLS (J44),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,4,8
Kviteseid,2022-01-01,Menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,0-14 år,KOLS (J44),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,5,8
Kviteseid,2022-01-01,Menn,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,15-24 år,KOLS (J44),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,15-24 år,Personskader (S00-T78),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,6,8
Kviteseid,2022-01-01,Menn,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,25-44 år,KOLS (J44),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,25-44 år,Personskader (S00-T78),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,7,8
Kviteseid,2022-01-01,Menn,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,8,8
Kviteseid,2022-01-01,Menn,45-74 år,KOLS (J44),"per 1000, standardisert",,2,8,8
Kviteseid,2022-01-01,Menn,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,8,8
Kviteseid,2022-01-01,Menn,45-74 år,Personskader (S00-T78),"per 1000, standardisert",17.3,2,8,8
Kviteseid,2022-01-01,Menn,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,8,8
Kviteseid,2022-01-01,Menn,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,8,8
Kviteseid,2022-01-01,Menn,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,8,8
Kviteseid,2022-01-01,Menn,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,9,8
Kviteseid,2022-01-01,Menn,45-64 år,KOLS (J44),"per 1000, standardisert",,2,9,8
Kviteseid,2022-01-01,Menn,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",28.5,2,9,8
Kviteseid,2022-01-01,Menn,45-64 år,Personskader (S00-T78),"per 1000, standardisert",,2,9,8
Kviteseid,2022-01-01,Menn,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,9,8
Kviteseid,2022-01-01,Menn,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,9,8
Kviteseid,2022-01-01,Menn,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,9,8
Kviteseid,2022-01-01,Menn,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,65-74 år,KOLS (J44),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,65-74 år,Personskader (S00-T78),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,10,8
Kviteseid,2022-01-01,Menn,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",105.8,2,11,8
Kviteseid,2022-01-01,Menn,75 år+,KOLS (J44),"per 1000, standardisert",,2,11,8
Kviteseid,2022-01-01,Menn,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,11,8
Kviteseid,2022-01-01,Menn,75 år+,Personskader (S00-T78),"per 1000, standardisert",,2,11,8
Kviteseid,2022-01-01,Menn,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",,2,11,8
Kviteseid,2022-01-01,Menn,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,11,8
Kviteseid,2022-01-01,Menn,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,11,8
Kviteseid,2022-01-01,Menn,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,75-79 år,KOLS (J44),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,75-79 år,Personskader (S00-T78),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,12,8
Kviteseid,2022-01-01,Menn,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Menn,80 år+,KOLS (J44),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Menn,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Menn,80 år+,Personskader (S00-T78),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Menn,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Menn,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Menn,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,13,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",9.7,3,1,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,KOLS (J44),"per 1000, standardisert",,3,1,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,1,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",,3,1,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",,3,1,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,1,8
Kviteseid,2022-01-01,Kvinner,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,3,1,8
Kviteseid,2022-01-01,Kvinner,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",4.9,3,2,8
Kviteseid,2022-01-01,Kvinner,0-74 år,KOLS (J44),"per 1000, standardisert",,3,2,8
Kviteseid,2022-01-01,Kvinner,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",8.5,3,2,8
Kviteseid,2022-01-01,Kvinner,0-74 år,Personskader (S00-T78),"per 1000, standardisert",10.1,3,2,8
Kviteseid,2022-01-01,Kvinner,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,2,8
Kviteseid,2022-01-01,Kvinner,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,2,8
Kviteseid,2022-01-01,Kvinner,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,2,8
Kviteseid,2022-01-01,Kvinner,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-44 år,KOLS (J44),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-44 år,Personskader (S00-T78),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,3,8
Kviteseid,2022-01-01,Kvinner,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-24 år,KOLS (J44),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-24 år,Personskader (S00-T78),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,4,8
Kviteseid,2022-01-01,Kvinner,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,0-14 år,KOLS (J44),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,0-14 år,Personskader (S00-T78),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,5,8
Kviteseid,2022-01-01,Kvinner,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,15-24 år,KOLS (J44),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,15-24 år,Personskader (S00-T78),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,6,8
Kviteseid,2022-01-01,Kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,7,8
Kviteseid,2022-01-01,Kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,8,8
Kviteseid,2022-01-01,Kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",,3,8,8
Kviteseid,2022-01-01,Kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,8,8
Kviteseid,2022-01-01,Kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",11.5,3,8,8
Kviteseid,2022-01-01,Kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,8,8
Kviteseid,2022-01-01,Kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,8,8
Kviteseid,2022-01-01,Kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,8,8
Kviteseid,2022-01-01,Kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,9,8
Kviteseid,2022-01-01,Kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",,3,9,8
Kviteseid,2022-01-01,Kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",13.2,3,9,8
Kviteseid,2022-01-01,Kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",,3,9,8
Kviteseid,2022-01-01,Kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,9,8
Kviteseid,2022-01-01,Kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,9,8
Kviteseid,2022-01-01,Kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,9,8
Kviteseid,2022-01-01,Kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,10,8
Kviteseid,2022-01-01,Kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",,3,10,8
Kviteseid,2022-01-01,Kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",,3,10,8
Kviteseid,2022-01-01,Kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",,3,10,8
Kviteseid,2022-01-01,Kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,10,8
Kviteseid,2022-01-01,Kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,10,8
Kviteseid,2022-01-01,Kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,10,8
