Kommune,Årstall,Bygningstype,Antall
Kviteseid,01.01.2017,Enebolig,4
Kviteseid,01.01.2017,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2017,Våningshus,1
Kviteseid,01.01.2017,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2017,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2017,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2017,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2017,Rekkehus,0
Kviteseid,01.01.2017,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2017,Terrassehus,0
Kviteseid,01.01.2017,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2017,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2017,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2017,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2017,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2017,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2017,Bo- og servicesenter,0
Kviteseid,01.01.2017,Studenthjem/studentboliger,0
Kviteseid,01.01.2017,Annen bygning for bofellesskap,8
Kviteseid,01.01.2017,Andre bygg enn boligbygg,0
Kviteseid,01.01.2018,Enebolig,0
Kviteseid,01.01.2018,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2018,Våningshus,1
Kviteseid,01.01.2018,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2018,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2018,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2018,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2018,Rekkehus,0
Kviteseid,01.01.2018,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2018,Terrassehus,0
Kviteseid,01.01.2018,Andre småhus med 3 boliger eller flere,2
Kviteseid,01.01.2018,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2018,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2018,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2018,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2018,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2018,Bo- og servicesenter,0
Kviteseid,01.01.2018,Studenthjem/studentboliger,0
Kviteseid,01.01.2018,Annen bygning for bofellesskap,0
Kviteseid,01.01.2018,Andre bygg enn boligbygg,0
Kviteseid,01.01.2019,Enebolig,3
Kviteseid,01.01.2019,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Kviteseid,01.01.2019,Våningshus,1
Kviteseid,01.01.2019,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2019,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2019,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2019,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2019,Rekkehus,0
Kviteseid,01.01.2019,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2019,Terrassehus,0
Kviteseid,01.01.2019,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2019,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2019,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2019,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2019,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2019,Bo- og servicesenter,0
Kviteseid,01.01.2019,Studenthjem/studentboliger,0
Kviteseid,01.01.2019,Annen bygning for bofellesskap,0
Kviteseid,01.01.2019,Andre bygg enn boligbygg,0
Kviteseid,01.01.2020,Enebolig,4
Kviteseid,01.01.2020,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2020,Våningshus,0
Kviteseid,01.01.2020,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2020,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2020,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2020,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2020,Rekkehus,0
Kviteseid,01.01.2020,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2020,Terrassehus,0
Kviteseid,01.01.2020,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2020,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2020,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2020,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2020,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2020,Bo- og servicesenter,3
Kviteseid,01.01.2020,Studenthjem/studentboliger,0
Kviteseid,01.01.2020,Annen bygning for bofellesskap,0
Kviteseid,01.01.2020,Andre bygg enn boligbygg,0
Kviteseid,01.01.2021,Enebolig,4
Kviteseid,01.01.2021,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2021,Våningshus,1
Kviteseid,01.01.2021,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2021,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2021,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2021,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2021,Rekkehus,0
Kviteseid,01.01.2021,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2021,Terrassehus,0
Kviteseid,01.01.2021,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2021,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2021,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2021,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2021,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2021,Bo- og servicesenter,0
Kviteseid,01.01.2021,Studenthjem/studentboliger,0
Kviteseid,01.01.2021,Annen bygning for bofellesskap,0
Kviteseid,01.01.2021,Andre bygg enn boligbygg,0
Kviteseid,01.01.2022,Enebolig,2
Kviteseid,01.01.2022,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2022,Våningshus,0
Kviteseid,01.01.2022,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2022,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2022,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2022,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2022,Rekkehus,0
Kviteseid,01.01.2022,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2022,Terrassehus,0
Kviteseid,01.01.2022,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2022,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2022,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2022,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2022,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2022,Bo- og servicesenter,0
Kviteseid,01.01.2022,Studenthjem/studentboliger,0
Kviteseid,01.01.2022,Annen bygning for bofellesskap,0
Kviteseid,01.01.2022,Andre bygg enn boligbygg,0
Kviteseid,01.01.2023,Enebolig,5
Kviteseid,01.01.2023,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2023,Våningshus,0
Kviteseid,01.01.2023,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2023,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2023,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2023,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2023,Rekkehus,0
Kviteseid,01.01.2023,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2023,Terrassehus,0
Kviteseid,01.01.2023,Andre småhus med 3 boliger eller flere,12
Kviteseid,01.01.2023,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2023,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2023,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2023,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2023,Bo- og servicesenter,0
Kviteseid,01.01.2023,Studenthjem/studentboliger,0
Kviteseid,01.01.2023,Annen bygning for bofellesskap,0
Kviteseid,01.01.2023,Andre bygg enn boligbygg,0
Kviteseid,01.01.2024,Enebolig,0
Kviteseid,01.01.2024,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2024,Våningshus,0
Kviteseid,01.01.2024,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2024,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2024,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2024,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2024,Rekkehus,0
Kviteseid,01.01.2024,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2024,Terrassehus,0
Kviteseid,01.01.2024,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2024,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2024,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2024,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2024,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2024,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2024,Bo- og servicesenter,0
Kviteseid,01.01.2024,Studenthjem/studentboliger,0
Kviteseid,01.01.2024,Annen bygning for bofellesskap,0
Kviteseid,01.01.2024,Andre bygg enn boligbygg,0
Kviteseid,01.01.2025,Enebolig,4
Kviteseid,01.01.2025,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Kviteseid,01.01.2025,Våningshus,0
Kviteseid,01.01.2025,"Del av tomannsbolig, vertikaldelt",0
Kviteseid,01.01.2025,"Tomannsbolig, horisontaldelt",0
Kviteseid,01.01.2025,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Kviteseid,01.01.2025,"Våningshus tomannsbolig, horisontaltdelt",0
Kviteseid,01.01.2025,Rekkehus,0
Kviteseid,01.01.2025,Kjedehus inkl.atriumhus,0
Kviteseid,01.01.2025,Terrassehus,0
Kviteseid,01.01.2025,Andre småhus med 3 boliger eller flere,0
Kviteseid,01.01.2025,Store frittliggende boligbygg på 2 etasjer,0
Kviteseid,01.01.2025,Store frittliggende boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2025,Stort sammenbygd boligbygg på 2 etasjer,0
Kviteseid,01.01.2025,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Kviteseid,01.01.2025,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Kviteseid,01.01.2025,Bo- og servicesenter,0
Kviteseid,01.01.2025,Studenthjem/studentboliger,0
Kviteseid,01.01.2025,Annen bygning for bofellesskap,0
Kviteseid,01.01.2025,Andre bygg enn boligbygg,0
Nissedal,01.01.2000,Enebolig,0
Nissedal,01.01.2000,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2000,Våningshus,0
Nissedal,01.01.2000,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2000,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2000,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2000,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2000,Rekkehus,0
Nissedal,01.01.2000,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2000,Terrassehus,0
Nissedal,01.01.2000,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2000,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2000,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2000,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2000,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2000,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2000,Bo- og servicesenter,0
Nissedal,01.01.2000,Studenthjem/studentboliger,0
Nissedal,01.01.2000,Annen bygning for bofellesskap,0
Nissedal,01.01.2000,Andre bygg enn boligbygg,0
Nissedal,01.01.2001,Enebolig,8
Nissedal,01.01.2001,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2001,Våningshus,0
Nissedal,01.01.2001,"Del av tomannsbolig, vertikaldelt",2
Nissedal,01.01.2001,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2001,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2001,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2001,Rekkehus,0
Nissedal,01.01.2001,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2001,Terrassehus,0
Nissedal,01.01.2001,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2001,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2001,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2001,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2001,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2001,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2001,Bo- og servicesenter,4
Nissedal,01.01.2001,Studenthjem/studentboliger,0
Nissedal,01.01.2001,Annen bygning for bofellesskap,0
Nissedal,01.01.2001,Andre bygg enn boligbygg,0
Nissedal,01.01.2002,Enebolig,1
Nissedal,01.01.2002,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2002,Våningshus,0
Nissedal,01.01.2002,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2002,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2002,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2002,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2002,Rekkehus,0
Nissedal,01.01.2002,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2002,Terrassehus,0
Nissedal,01.01.2002,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2002,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2002,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2002,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2002,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2002,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2002,Bo- og servicesenter,0
Nissedal,01.01.2002,Studenthjem/studentboliger,0
Nissedal,01.01.2002,Annen bygning for bofellesskap,0
Nissedal,01.01.2002,Andre bygg enn boligbygg,0
Nissedal,01.01.2003,Enebolig,1
Nissedal,01.01.2003,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Nissedal,01.01.2003,Våningshus,1
Nissedal,01.01.2003,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2003,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2003,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2003,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2003,Rekkehus,0
Nissedal,01.01.2003,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2003,Terrassehus,0
Nissedal,01.01.2003,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2003,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2003,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2003,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2003,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2003,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2003,Bo- og servicesenter,0
Nissedal,01.01.2003,Studenthjem/studentboliger,0
Nissedal,01.01.2003,Annen bygning for bofellesskap,0
Nissedal,01.01.2003,Andre bygg enn boligbygg,0
Nissedal,01.01.2004,Enebolig,3
Nissedal,01.01.2004,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2004,Våningshus,2
Nissedal,01.01.2004,"Del av tomannsbolig, vertikaldelt",4
Nissedal,01.01.2004,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2004,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2004,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2004,Rekkehus,0
Nissedal,01.01.2004,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2004,Terrassehus,0
Nissedal,01.01.2004,Andre småhus med 3 boliger eller flere,1
Nissedal,01.01.2004,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2004,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2004,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2004,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2004,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2004,Bo- og servicesenter,0
Nissedal,01.01.2004,Studenthjem/studentboliger,0
Nissedal,01.01.2004,Annen bygning for bofellesskap,0
Nissedal,01.01.2004,Andre bygg enn boligbygg,0
Nissedal,01.01.2005,Enebolig,4
Nissedal,01.01.2005,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2005,Våningshus,1
Nissedal,01.01.2005,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2005,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2005,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2005,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2005,Rekkehus,0
Nissedal,01.01.2005,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2005,Terrassehus,0
Nissedal,01.01.2005,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2005,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2005,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2005,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2005,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2005,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2005,Bo- og servicesenter,0
Nissedal,01.01.2005,Studenthjem/studentboliger,0
Nissedal,01.01.2005,Annen bygning for bofellesskap,0
Nissedal,01.01.2005,Andre bygg enn boligbygg,0
Nissedal,01.01.2006,Enebolig,8
Nissedal,01.01.2006,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2006,Våningshus,0
Nissedal,01.01.2006,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2006,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2006,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2006,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2006,Rekkehus,0
Nissedal,01.01.2006,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2006,Terrassehus,0
Nissedal,01.01.2006,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2006,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2006,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2006,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2006,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2006,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2006,Bo- og servicesenter,0
Nissedal,01.01.2006,Studenthjem/studentboliger,0
Nissedal,01.01.2006,Annen bygning for bofellesskap,0
Nissedal,01.01.2006,Andre bygg enn boligbygg,0
Nissedal,01.01.2007,Enebolig,1
Nissedal,01.01.2007,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2007,Våningshus,0
Nissedal,01.01.2007,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2007,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2007,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2007,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2007,Rekkehus,0
Nissedal,01.01.2007,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2007,Terrassehus,0
Nissedal,01.01.2007,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2007,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2007,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2007,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2007,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2007,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2007,Bo- og servicesenter,0
Nissedal,01.01.2007,Studenthjem/studentboliger,0
Nissedal,01.01.2007,Annen bygning for bofellesskap,0
Nissedal,01.01.2007,Andre bygg enn boligbygg,0
Nissedal,01.01.2008,Enebolig,9
Nissedal,01.01.2008,"Enebolig med hybelleilighet, sokkelleilighet o.l.",0
Nissedal,01.01.2008,Våningshus,0
Nissedal,01.01.2008,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2008,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2008,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2008,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2008,Rekkehus,0
Nissedal,01.01.2008,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2008,Terrassehus,0
Nissedal,01.01.2008,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2008,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2008,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2008,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2008,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2008,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2008,Bo- og servicesenter,0
Nissedal,01.01.2008,Studenthjem/studentboliger,0
Nissedal,01.01.2008,Annen bygning for bofellesskap,0
Nissedal,01.01.2008,Andre bygg enn boligbygg,0
Nissedal,01.01.2009,Enebolig,3
Nissedal,01.01.2009,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Nissedal,01.01.2009,Våningshus,0
Nissedal,01.01.2009,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2009,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2009,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2009,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2009,Rekkehus,0
Nissedal,01.01.2009,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2009,Terrassehus,0
Nissedal,01.01.2009,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2009,Store frittliggende boligbygg på 2 etasjer,1
Nissedal,01.01.2009,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2009,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2009,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2009,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2009,Bo- og servicesenter,0
Nissedal,01.01.2009,Studenthjem/studentboliger,0
Nissedal,01.01.2009,Annen bygning for bofellesskap,0
Nissedal,01.01.2009,Andre bygg enn boligbygg,0
Nissedal,01.01.2010,Enebolig,7
Nissedal,01.01.2010,"Enebolig med hybelleilighet, sokkelleilighet o.l.",2
Nissedal,01.01.2010,Våningshus,2
Nissedal,01.01.2010,"Del av tomannsbolig, vertikaldelt",0
Nissedal,01.01.2010,"Tomannsbolig, horisontaldelt",0
Nissedal,01.01.2010,"Del av våninghus  tomannsbustad, vertikaltdelt",0
Nissedal,01.01.2010,"Våningshus tomannsbolig, horisontaltdelt",0
Nissedal,01.01.2010,Rekkehus,0
Nissedal,01.01.2010,Kjedehus inkl.atriumhus,0
Nissedal,01.01.2010,Terrassehus,0
Nissedal,01.01.2010,Andre småhus med 3 boliger eller flere,0
Nissedal,01.01.2010,Store frittliggende boligbygg på 2 etasjer,0
Nissedal,01.01.2010,Store frittliggende boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2010,Stort sammenbygd boligbygg på 2 etasjer,0
Nissedal,01.01.2010,Stort sammenbygd boligbygg på 3 og 4 etasjer,0
Nissedal,01.01.2010,Stort sammenbygd boligbygg på 5 etasjer eller over,0
Nissedal,01.01.2010,Bo- og servicesenter,0
Nissedal,01.01.2010,Studenthjem/studentboliger,0
Nissedal,01.01.2010,Annen bygning for bofellesskap,0
Nissedal,01.01.2010,Andre bygg enn boligbygg,0
Nissedal,01.01.2011,Enebolig,2
