ssbid_250,År,Populasjon
21920006573750,2016-01-01,102
21920006574000,2016-01-01,163
21920006574250,2016-01-01,219
21920006574500,2016-01-01,173
21920006574750,2016-01-01,23
21920006575000,2016-01-01,125
21920006575250,2016-01-01,290
21920006575500,2016-01-01,83
21920006575750,2016-01-01,220
21920006576000,2016-01-01,156
21920006576250,2016-01-01,392
21920006576500,2016-01-01,309
21920006576750,2016-01-01,85
21920006577000,2016-01-01,42
21920006577250,2016-01-01,171
21920006577500,2016-01-01,96
21920006577750,2016-01-01,42
21920006578000,2016-01-01,4
21920006578500,2016-01-01,8
21920006578750,2016-01-01,3
21920006579500,2016-01-01,3
21920006580000,2016-01-01,2
21920006580250,2016-01-01,3
21920006580500,2016-01-01,5
21920006580750,2016-01-01,2
21920006581500,2016-01-01,12
21920006581750,2016-01-01,6
21922506567000,2016-01-01,51
21922506567250,2016-01-01,145
21922506567500,2016-01-01,23
21922506568500,2016-01-01,50
21922506568750,2016-01-01,114
21922506569250,2016-01-01,313
21922506569500,2016-01-01,122
21922506569750,2016-01-01,33
21922506570250,2016-01-01,3
21922506570500,2016-01-01,5
21922506570750,2016-01-01,14
21922506571750,2016-01-01,13
21922506572000,2016-01-01,119
21922506572250,2016-01-01,105
21922506572500,2016-01-01,196
21922506572750,2016-01-01,146
21922506573000,2016-01-01,84
21922506573250,2016-01-01,122
21922506573500,2016-01-01,178
21922506573750,2016-01-01,143
21922506574000,2016-01-01,235
21922506574250,2016-01-01,154
21922506574750,2016-01-01,49
21922506575250,2016-01-01,22
21922506575500,2016-01-01,216
21922506575750,2016-01-01,156
21922506576000,2016-01-01,137
21922506576250,2016-01-01,184
21922506576500,2016-01-01,78
21922506576750,2016-01-01,87
21922506577250,2016-01-01,5
21922506577500,2016-01-01,12
21922506577750,2016-01-01,60
21922506578000,2016-01-01,89
21922506578250,2016-01-01,53
21922506578750,2016-01-01,6
21922506579250,2016-01-01,6
21922506579500,2016-01-01,1
21922506579750,2016-01-01,2
21922506580000,2016-01-01,7
21922506580500,2016-01-01,3
21922506580750,2016-01-01,3
21922506582750,2016-01-01,4
21925006567250,2016-01-01,20
21925006567500,2016-01-01,56
21925006568000,2016-01-01,33
21925006568500,2016-01-01,96
21925006568750,2016-01-01,71
21925006569000,2016-01-01,98
21925006569250,2016-01-01,35
21925006569500,2016-01-01,150
21925006569750,2016-01-01,30
21925006570000,2016-01-01,5
21925006570250,2016-01-01,1
21925006571750,2016-01-01,46
21925006572000,2016-01-01,207
21925006572250,2016-01-01,167
21925006572500,2016-01-01,122
21925006572750,2016-01-01,117
21925006573000,2016-01-01,102
21925006573250,2016-01-01,169
21925006573500,2016-01-01,175
21925006573750,2016-01-01,230
21925006574000,2016-01-01,153
21925006574500,2016-01-01,1
21925006574750,2016-01-01,26
21925006575000,2016-01-01,54
21925006575250,2016-01-01,213
21925006575500,2016-01-01,151
21925006575750,2016-01-01,229
21925006576000,2016-01-01,191
21925006576250,2016-01-01,76
21925006576500,2016-01-01,119
21925006576750,2016-01-01,163
21925006577000,2016-01-01,79
21925006577500,2016-01-01,11
21925006579000,2016-01-01,8
21925006579250,2016-01-01,4
21925006579500,2016-01-01,2
21925006580250,2016-01-01,4
21925006580500,2016-01-01,8
21925006580750,2016-01-01,6
21925006581000,2016-01-01,2
21925006581250,2016-01-01,1
21925006581500,2016-01-01,5
21925006582000,2016-01-01,1
21925006582250,2016-01-01,1
21925006582500,2016-01-01,18
21925006582750,2016-01-01,3
21927506567500,2016-01-01,3
21927506567750,2016-01-01,18
21927506568000,2016-01-01,24
21927506568250,2016-01-01,27
21927506568500,2016-01-01,138
21927506568750,2016-01-01,158
21927506569000,2016-01-01,189
21927506569250,2016-01-01,64
21927506569500,2016-01-01,146
21927506569750,2016-01-01,21
21927506570000,2016-01-01,13
21927506570250,2016-01-01,36
21927506570500,2016-01-01,128
21927506570750,2016-01-01,22
21927506571500,2016-01-01,2
21927506571750,2016-01-01,3
21927506572000,2016-01-01,151
21927506572250,2016-01-01,98
21927506572500,2016-01-01,25
21927506572750,2016-01-01,5
21927506573000,2016-01-01,117
21927506573250,2016-01-01,95
21927506573500,2016-01-01,103
21927506573750,2016-01-01,111
21927506574000,2016-01-01,38
21927506574250,2016-01-01,19
21927506574500,2016-01-01,151
21927506574750,2016-01-01,190
21927506575000,2016-01-01,213
21927506575250,2016-01-01,174
21927506575500,2016-01-01,145
21927506575750,2016-01-01,54
21927506576000,2016-01-01,64
21927506576250,2016-01-01,83
21927506576500,2016-01-01,80
21927506576750,2016-01-01,14
21927506578750,2016-01-01,7
21927506579000,2016-01-01,8
21927506579250,2016-01-01,2
21927506579750,2016-01-01,1
21927506580000,2016-01-01,9
21927506580250,2016-01-01,5
21927506580500,2016-01-01,5
21927506580750,2016-01-01,2
21927506581000,2016-01-01,5
21927506581250,2016-01-01,1
21927506581750,2016-01-01,8
21927506582000,2016-01-01,7
21927506582500,2016-01-01,2
21930006566750,2016-01-01,45
21930006567000,2016-01-01,169
21930006567250,2016-01-01,18
21930006567500,2016-01-01,22
21930006567750,2016-01-01,176
21930006568000,2016-01-01,99
21930006568250,2016-01-01,66
21930006568500,2016-01-01,114
21930006568750,2016-01-01,26
21930006569000,2016-01-01,62
21930006569250,2016-01-01,106
21930006569500,2016-01-01,71
21930006569750,2016-01-01,34
21930006570000,2016-01-01,56
21930006570250,2016-01-01,65
21930006570500,2016-01-01,215
21930006570750,2016-01-01,146
21930006571000,2016-01-01,17
21930006571500,2016-01-01,7
21930006571750,2016-01-01,35
21930006572000,2016-01-01,65
21930006573250,2016-01-01,6
21930006573500,2016-01-01,44
21930006573750,2016-01-01,170
21930006574000,2016-01-01,109
21930006574250,2016-01-01,130
21930006574500,2016-01-01,169
21930006574750,2016-01-01,146
21930006575000,2016-01-01,146
21930006575250,2016-01-01,107
21930006575500,2016-01-01,165
21930006575750,2016-01-01,122
21930006576000,2016-01-01,109
21930006576250,2016-01-01,135
21930006576500,2016-01-01,38
21930006578500,2016-01-01,1
21930006578750,2016-01-01,21
21930006579500,2016-01-01,8
21930006579750,2016-01-01,2
21930006581000,2016-01-01,4
21930006581250,2016-01-01,4
21932506560500,2016-01-01,3
21932506561250,2016-01-01,4
21932506561750,2016-01-01,2
21932506562000,2016-01-01,11
21932506562500,2016-01-01,4
21932506564250,2016-01-01,2
21932506564500,2016-01-01,53
21932506564750,2016-01-01,45
21932506566250,2016-01-01,28
21932506566500,2016-01-01,55
21932506566750,2016-01-01,193
21932506567000,2016-01-01,184
21932506567250,2016-01-01,95
21932506567500,2016-01-01,5
21932506567750,2016-01-01,104
21932506568000,2016-01-01,205
21932506568250,2016-01-01,167
21932506568500,2016-01-01,22
21932506568750,2016-01-01,196
21932506569000,2016-01-01,77
21932506569250,2016-01-01,122
21932506569500,2016-01-01,147
21932506569750,2016-01-01,186
21932506570000,2016-01-01,122
21932506570250,2016-01-01,74
21932506570500,2016-01-01,81
21932506570750,2016-01-01,119
21932506571000,2016-01-01,141
21932506571250,2016-01-01,62
21932506571500,2016-01-01,11
21932506571750,2016-01-01,29
21932506572000,2016-01-01,6
21932506572250,2016-01-01,26
21932506572500,2016-01-01,68
21932506572750,2016-01-01,76
21932506573000,2016-01-01,141
21932506573250,2016-01-01,101
21932506573500,2016-01-01,40
21932506573750,2016-01-01,81
21932506574000,2016-01-01,86
21932506574250,2016-01-01,153
21932506574500,2016-01-01,131
21932506574750,2016-01-01,131
21932506575000,2016-01-01,144
21932506575250,2016-01-01,138
21932506575500,2016-01-01,83
21932506575750,2016-01-01,56
21932506576000,2016-01-01,23
21932506576250,2016-01-01,2
21932506578250,2016-01-01,5
21932506578500,2016-01-01,17
21932506578750,2016-01-01,13
21932506580750,2016-01-01,6
21932506581250,2016-01-01,7
21935006560750,2016-01-01,2
21935006561250,2016-01-01,11
21935006562250,2016-01-01,18
21935006562500,2016-01-01,17
21935006564000,2016-01-01,21
21935006564250,2016-01-01,84
21935006564500,2016-01-01,173
21935006564750,2016-01-01,88
21935006565000,2016-01-01,12
21935006566000,2016-01-01,25
21935006566250,2016-01-01,144
21935006566500,2016-01-01,189
21935006566750,2016-01-01,146
21935006567000,2016-01-01,150
21935006567250,2016-01-01,6
21935006567500,2016-01-01,67
21935006568000,2016-01-01,54
21935006568250,2016-01-01,294
21935006568500,2016-01-01,167
21935006568750,2016-01-01,114
21935006569000,2016-01-01,59
21935006569250,2016-01-01,68
21935006569500,2016-01-01,114
21935006569750,2016-01-01,128
21935006570000,2016-01-01,111
21935006570250,2016-01-01,14
21935006570750,2016-01-01,14
21935006571000,2016-01-01,62
21935006571250,2016-01-01,5
21935006571500,2016-01-01,2
21935006572000,2016-01-01,23
21935006572250,2016-01-01,151
21935006572500,2016-01-01,123
21935006572750,2016-01-01,117
21935006573000,2016-01-01,126
21935006573250,2016-01-01,2
21935006573500,2016-01-01,4
21935006573750,2016-01-01,9
21935006574000,2016-01-01,136
21935006574250,2016-01-01,46
21935006574500,2016-01-01,92
21935006574750,2016-01-01,38
21935006575000,2016-01-01,49
21935006575250,2016-01-01,12
21935006577000,2016-01-01,4
21935006577500,2016-01-01,5
21935006577750,2016-01-01,9
21935006578250,2016-01-01,20
21935006578500,2016-01-01,10
21935006578750,2016-01-01,25
21935006581000,2016-01-01,11
21937506560000,2016-01-01,3
21937506560250,2016-01-01,3
21937506560750,2016-01-01,5
21937506561250,2016-01-01,7
21937506561500,2016-01-01,2
21937506561750,2016-01-01,12
21937506562000,2016-01-01,1
21937506563750,2016-01-01,54
21937506564000,2016-01-01,117
21937506564250,2016-01-01,159
21937506564500,2016-01-01,147
21937506564750,2016-01-01,155
21937506565000,2016-01-01,83
21937506565250,2016-01-01,12
21937506565500,2016-01-01,47
21937506565750,2016-01-01,37
21937506566000,2016-01-01,83
21937506566250,2016-01-01,143
21937506566500,2016-01-01,141
21937506566750,2016-01-01,103
21937506567000,2016-01-01,232
21937506567250,2016-01-01,119
21937506567500,2016-01-01,232
21937506567750,2016-01-01,281
21937506568000,2016-01-01,136
21937506568250,2016-01-01,190
21937506568500,2016-01-01,142
21937506568750,2016-01-01,186
21937506569000,2016-01-01,147
21937506569250,2016-01-01,44
21937506569500,2016-01-01,164
21937506569750,2016-01-01,51
21937506570000,2016-01-01,5
21937506570250,2016-01-01,5
21937506570500,2016-01-01,182
21937506570750,2016-01-01,8
21937506571750,2016-01-01,60
21937506572000,2016-01-01,147
21937506572250,2016-01-01,165
21937506572500,2016-01-01,104
21937506572750,2016-01-01,24
21937506573000,2016-01-01,6
21937506573250,2016-01-01,4
21937506573500,2016-01-01,12
21937506573750,2016-01-01,2
21937506574000,2016-01-01,13
21937506574250,2016-01-01,2
21937506574500,2016-01-01,8
21937506574750,2016-01-01,2
21937506575000,2016-01-01,14
21937506575250,2016-01-01,6
21937506576500,2016-01-01,6
21937506576750,2016-01-01,19
21937506577000,2016-01-01,7
21937506577250,2016-01-01,22
21937506577500,2016-01-01,8
21937506577750,2016-01-01,3
21937506578000,2016-01-01,7
21937506578500,2016-01-01,4
21937506578750,2016-01-01,9
21937506579000,2016-01-01,2
21937506579250,2016-01-01,1
21937506580000,2016-01-01,1
21937506580250,2016-01-01,2
21940006560000,2016-01-01,3
21940006560250,2016-01-01,25
21940006560750,2016-01-01,16
21940006561000,2016-01-01,21
21940006561250,2016-01-01,13
21940006561500,2016-01-01,21
21940006562000,2016-01-01,7
21940006562250,2016-01-01,6
21940006563500,2016-01-01,2
21940006563750,2016-01-01,100
21940006564000,2016-01-01,95
21940006564250,2016-01-01,92
21940006564500,2016-01-01,120
21940006564750,2016-01-01,93
21940006565000,2016-01-01,52
21940006565250,2016-01-01,55
21940006565500,2016-01-01,58
21940006565750,2016-01-01,65
21940006566000,2016-01-01,110
21940006566250,2016-01-01,149
21940006566500,2016-01-01,116
21940006566750,2016-01-01,118
21940006567000,2016-01-01,236
21940006567250,2016-01-01,148
21940006567500,2016-01-01,183
21940006567750,2016-01-01,73
21940006568000,2016-01-01,106
21940006568250,2016-01-01,153
21940006568500,2016-01-01,148
21940006568750,2016-01-01,82
21940006569000,2016-01-01,79
21940006569250,2016-01-01,38
21940006569500,2016-01-01,20
21940006570000,2016-01-01,2
21940006570250,2016-01-01,27
21940006570500,2016-01-01,142
21940006570750,2016-01-01,105
21940006571000,2016-01-01,34
21940006571250,2016-01-01,54
21940006571500,2016-01-01,116
21940006571750,2016-01-01,149
21940006572000,2016-01-01,60
21940006572250,2016-01-01,35
21940006572500,2016-01-01,10
21940006572750,2016-01-01,16
21940006573000,2016-01-01,5
21940006573250,2016-01-01,17
21940006573500,2016-01-01,2
21940006573750,2016-01-01,4
21940006576000,2016-01-01,19
21940006576250,2016-01-01,32
21940006576500,2016-01-01,69
21940006576750,2016-01-01,52
21940006577000,2016-01-01,4
21940006577250,2016-01-01,3
21940006577500,2016-01-01,1
21940006578000,2016-01-01,14
21940006578250,2016-01-01,7
21940006578500,2016-01-01,6
21940006578750,2016-01-01,23
21940006579000,2016-01-01,4
21940006579250,2016-01-01,6
21940006580250,2016-01-01,3
21940006581000,2016-01-01,7
21940006581250,2016-01-01,5
21942506560000,2016-01-01,4
21942506560250,2016-01-01,9
21942506560750,2016-01-01,2
21942506561500,2016-01-01,3
21942506561750,2016-01-01,2
21942506562750,2016-01-01,1
21942506563000,2016-01-01,6
21942506563750,2016-01-01,133
21942506564000,2016-01-01,78
21942506564250,2016-01-01,39
21942506564500,2016-01-01,75
21942506564750,2016-01-01,100
21942506565000,2016-01-01,192
21942506565250,2016-01-01,96
21942506565500,2016-01-01,64
21942506565750,2016-01-01,165
21942506566000,2016-01-01,182
21942506566250,2016-01-01,125
21942506566500,2016-01-01,160
21942506566750,2016-01-01,58
21942506567000,2016-01-01,182
21942506567250,2016-01-01,176
21942506567500,2016-01-01,179
21942506567750,2016-01-01,102
21942506568000,2016-01-01,74
21942506568250,2016-01-01,51
21942506568500,2016-01-01,47
21942506568750,2016-01-01,59
21942506569000,2016-01-01,59
21942506569250,2016-01-01,59
21942506569500,2016-01-01,17
21942506570000,2016-01-01,2
21942506570250,2016-01-01,13
21942506570500,2016-01-01,100
21942506570750,2016-01-01,167
21942506571000,2016-01-01,172
21942506571250,2016-01-01,141
21942506571500,2016-01-01,145
21942506571750,2016-01-01,140
21942506572000,2016-01-01,75
21942506572250,2016-01-01,11
21942506572750,2016-01-01,8
21942506576000,2016-01-01,6
21942506576250,2016-01-01,2
21942506576500,2016-01-01,11
21942506576750,2016-01-01,47
21942506577000,2016-01-01,2
21942506577500,2016-01-01,8
21942506578000,2016-01-01,4
21942506578500,2016-01-01,27
21942506578750,2016-01-01,11
21942506579000,2016-01-01,2
21942506579500,2016-01-01,14
21942506579750,2016-01-01,5
21942506580000,2016-01-01,3
21942506580250,2016-01-01,3
21942506580500,2016-01-01,3
21945006560500,2016-01-01,2
21945006561000,2016-01-01,72
21945006561250,2016-01-01,171
21945006561500,2016-01-01,6
21945006563000,2016-01-01,47
21945006563250,2016-01-01,55
21945006563750,2016-01-01,179
21945006564000,2016-01-01,24
21945006564250,2016-01-01,62
21945006564500,2016-01-01,154
21945006564750,2016-01-01,236
21945006565000,2016-01-01,223
21945006565250,2016-01-01,140
21945006565500,2016-01-01,121
21945006565750,2016-01-01,67
21945006566000,2016-01-01,15
21945006566750,2016-01-01,129
21945006567000,2016-01-01,154
21945006567250,2016-01-01,149
21945006567500,2016-01-01,135
21945006567750,2016-01-01,62
21945006568000,2016-01-01,61
21945006568250,2016-01-01,144
21945006568500,2016-01-01,202
21945006568750,2016-01-01,174
21945006569000,2016-01-01,149
21945006569250,2016-01-01,180
21945006569500,2016-01-01,116
21945006569750,2016-01-01,23
21945006570250,2016-01-01,11
21945006570500,2016-01-01,61
21945006570750,2016-01-01,162
21945006571000,2016-01-01,135
21945006571250,2016-01-01,151
21945006571500,2016-01-01,62
21945006572000,2016-01-01,3
21945006572250,2016-01-01,17
21945006575250,2016-01-01,3
21945006575500,2016-01-01,6
21945006575750,2016-01-01,5
21945006576250,2016-01-01,10
21945006576500,2016-01-01,10
21945006577250,2016-01-01,1
21945006577750,2016-01-01,4
21945006578250,2016-01-01,3
21945006578750,2016-01-01,2
21945006579000,2016-01-01,2
21945006579250,2016-01-01,6
21945006580500,2016-01-01,1
21945006580750,2016-01-01,3
21945006581000,2016-01-01,9
21947506558250,2016-01-01,18
21947506560500,2016-01-01,19
21947506560750,2016-01-01,54
21947506561000,2016-01-01,80
21947506561250,2016-01-01,120
21947506561500,2016-01-01,87
21947506561750,2016-01-01,20
21947506562500,2016-01-01,12
21947506562750,2016-01-01,64
21947506563000,2016-01-01,133
21947506563250,2016-01-01,43
21947506563500,2016-01-01,14
21947506563750,2016-01-01,88
21947506564000,2016-01-01,76
21947506564250,2016-01-01,128
21947506564500,2016-01-01,9
21947506564750,2016-01-01,195
21947506565000,2016-01-01,17
21947506565250,2016-01-01,29
21947506565500,2016-01-01,33
21947506566750,2016-01-01,106
21947506567000,2016-01-01,163
21947506567250,2016-01-01,38
21947506567500,2016-01-01,120
21947506567750,2016-01-01,34
21947506568000,2016-01-01,121
21947506568250,2016-01-01,281
21947506568500,2016-01-01,233
21947506568750,2016-01-01,55
21947506569000,2016-01-01,224
21947506569250,2016-01-01,195
21947506569500,2016-01-01,223
21947506569750,2016-01-01,121
21947506570000,2016-01-01,37
21947506570250,2016-01-01,74
21947506570750,2016-01-01,38
21947506571000,2016-01-01,80
21947506571250,2016-01-01,55
21947506571500,2016-01-01,18
21947506572250,2016-01-01,4
21947506572750,2016-01-01,2
21947506574750,2016-01-01,4
21947506575000,2016-01-01,8
21947506575250,2016-01-01,5
21947506576500,2016-01-01,3
21947506578250,2016-01-01,2
21947506578500,2016-01-01,6
21947506578750,2016-01-01,1
21947506579000,2016-01-01,2
21947506579250,2016-01-01,1
21947506579500,2016-01-01,2
21947506579750,2016-01-01,4
21947506580500,2016-01-01,4
21947506586750,2016-01-01,5
21947506587000,2016-01-01,15
21950006558000,2016-01-01,4
21950006558250,2016-01-01,50
21950006560250,2016-01-01,18
21950006560500,2016-01-01,11
21950006560750,2016-01-01,95
21950006561000,2016-01-01,110
21950006561250,2016-01-01,97
21950006561500,2016-01-01,99
21950006561750,2016-01-01,142
21950006562000,2016-01-01,15
21950006562250,2016-01-01,19
21950006562500,2016-01-01,93
21950006562750,2016-01-01,145
21950006563000,2016-01-01,143
21950006563750,2016-01-01,26
21950006564000,2016-01-01,197
21950006564250,2016-01-01,219
21950006564500,2016-01-01,135
21950006565250,2016-01-01,58
21950006565500,2016-01-01,2
21950006566750,2016-01-01,84
21950006567000,2016-01-01,137
21950006567250,2016-01-01,51
21950006567500,2016-01-01,39
21950006568000,2016-01-01,19
21950006568250,2016-01-01,253
21950006568500,2016-01-01,192
21950006568750,2016-01-01,118
21950006569000,2016-01-01,45
21950006569500,2016-01-01,41
21950006569750,2016-01-01,128
21950006570000,2016-01-01,166
21950006570250,2016-01-01,103
21950006570500,2016-01-01,243
21950006570750,2016-01-01,28
