region,statistikkvariabel,år,value,Framskriving,Tabell
Skien (2020-2023),Folkemengde,2017,0,2011,08825
Skien (2020-2023),Folkemengde,2018,0,2011,08825
Skien (2020-2023),Folkemengde,2019,0,2011,08825
Skien (2020-2023),Folkemengde,2020,0,2011,08825
Skien (2020-2023),Folkemengde,2021,0,2011,08825
Skien (2020-2023),Folkemengde,2022,0,2011,08825
Skien (2020-2023),Folkemengde,2023,0,2011,08825
Skien (2020-2023),Folkemengde,2024,0,2011,08825
Skien (2020-2023),Folkemengde,2025,0,2011,08825
Skien (2020-2023),Folkemengde,2026,0,2011,08825
Skien (2020-2023),Folkemengde,2027,0,2011,08825
Skien (2020-2023),Folkemengde,2028,0,2011,08825
Skien (2020-2023),Folkemengde,2029,0,2011,08825
Skien (2020-2023),Folkemengde,2030,0,2011,08825
Skien (2020-2023),Folkemengde,2031,0,2011,08825
Skien (2020-2023),Folkemengde,2032,0,2011,08825
Skien (2020-2023),Folkemengde,2033,0,2011,08825
Skien (2020-2023),Folkemengde,2034,0,2011,08825
Skien (2020-2023),Folkemengde,2035,0,2011,08825
Skien (2020-2023),Folkemengde,2036,0,2011,08825
Skien (2020-2023),Folkemengde,2037,0,2011,08825
Skien (2020-2023),Folkemengde,2038,0,2011,08825
Skien (2020-2023),Folkemengde,2039,0,2011,08825
Skien (2020-2023),Folkemengde,2040,0,2011,08825
Notodden (2020-2023),Folkemengde,2011,0,2011,08825
Notodden (2020-2023),Folkemengde,2012,0,2011,08825
Notodden (2020-2023),Folkemengde,2013,0,2011,08825
Notodden (2020-2023),Folkemengde,2014,0,2011,08825
Notodden (2020-2023),Folkemengde,2015,0,2011,08825
Notodden (2020-2023),Folkemengde,2016,0,2011,08825
Notodden (2020-2023),Folkemengde,2017,0,2011,08825
Notodden (2020-2023),Folkemengde,2018,0,2011,08825
Notodden (2020-2023),Folkemengde,2019,0,2011,08825
Notodden (2020-2023),Folkemengde,2020,0,2011,08825
Notodden (2020-2023),Folkemengde,2021,0,2011,08825
Notodden (2020-2023),Folkemengde,2022,0,2011,08825
Notodden (2020-2023),Folkemengde,2023,0,2011,08825
Notodden (2020-2023),Folkemengde,2024,0,2011,08825
Notodden (2020-2023),Folkemengde,2025,0,2011,08825
Notodden (2020-2023),Folkemengde,2026,0,2011,08825
Notodden (2020-2023),Folkemengde,2027,0,2011,08825
Notodden (2020-2023),Folkemengde,2028,0,2011,08825
Notodden (2020-2023),Folkemengde,2029,0,2011,08825
Notodden (2020-2023),Folkemengde,2030,0,2011,08825
Notodden (2020-2023),Folkemengde,2031,0,2011,08825
Notodden (2020-2023),Folkemengde,2032,0,2011,08825
Notodden (2020-2023),Folkemengde,2033,0,2011,08825
Notodden (2020-2023),Folkemengde,2034,0,2011,08825
Notodden (2020-2023),Folkemengde,2035,0,2011,08825
Notodden (2020-2023),Folkemengde,2036,0,2011,08825
Notodden (2020-2023),Folkemengde,2037,0,2011,08825
Notodden (2020-2023),Folkemengde,2038,0,2011,08825
Notodden (2020-2023),Folkemengde,2039,0,2011,08825
Notodden (2020-2023),Folkemengde,2040,0,2011,08825
Siljan (2020-2023),Folkemengde,2011,0,2011,08825
Siljan (2020-2023),Folkemengde,2012,0,2011,08825
Siljan (2020-2023),Folkemengde,2013,0,2011,08825
Siljan (2020-2023),Folkemengde,2014,0,2011,08825
Siljan (2020-2023),Folkemengde,2015,0,2011,08825
Siljan (2020-2023),Folkemengde,2016,0,2011,08825
Siljan (2020-2023),Folkemengde,2017,0,2011,08825
Siljan (2020-2023),Folkemengde,2018,0,2011,08825
Siljan (2020-2023),Folkemengde,2019,0,2011,08825
Siljan (2020-2023),Folkemengde,2020,0,2011,08825
Siljan (2020-2023),Folkemengde,2021,0,2011,08825
Siljan (2020-2023),Folkemengde,2022,0,2011,08825
Siljan (2020-2023),Folkemengde,2023,0,2011,08825
Siljan (2020-2023),Folkemengde,2024,0,2011,08825
Siljan (2020-2023),Folkemengde,2025,0,2011,08825
Siljan (2020-2023),Folkemengde,2026,0,2011,08825
Siljan (2020-2023),Folkemengde,2027,0,2011,08825
Siljan (2020-2023),Folkemengde,2028,0,2011,08825
Siljan (2020-2023),Folkemengde,2029,0,2011,08825
Siljan (2020-2023),Folkemengde,2030,0,2011,08825
Siljan (2020-2023),Folkemengde,2031,0,2011,08825
Siljan (2020-2023),Folkemengde,2032,0,2011,08825
Siljan (2020-2023),Folkemengde,2033,0,2011,08825
Siljan (2020-2023),Folkemengde,2034,0,2011,08825
Siljan (2020-2023),Folkemengde,2035,0,2011,08825
Siljan (2020-2023),Folkemengde,2036,0,2011,08825
Siljan (2020-2023),Folkemengde,2037,0,2011,08825
Siljan (2020-2023),Folkemengde,2038,0,2011,08825
Siljan (2020-2023),Folkemengde,2039,0,2011,08825
Siljan (2020-2023),Folkemengde,2040,0,2011,08825
Bamble (2020-2023),Folkemengde,2011,0,2011,08825
Bamble (2020-2023),Folkemengde,2012,0,2011,08825
Bamble (2020-2023),Folkemengde,2013,0,2011,08825
Bamble (2020-2023),Folkemengde,2014,0,2011,08825
Bamble (2020-2023),Folkemengde,2015,0,2011,08825
Bamble (2020-2023),Folkemengde,2016,0,2011,08825
Bamble (2020-2023),Folkemengde,2017,0,2011,08825
Bamble (2020-2023),Folkemengde,2018,0,2011,08825
Bamble (2020-2023),Folkemengde,2019,0,2011,08825
Bamble (2020-2023),Folkemengde,2020,0,2011,08825
Bamble (2020-2023),Folkemengde,2021,0,2011,08825
Bamble (2020-2023),Folkemengde,2022,0,2011,08825
Bamble (2020-2023),Folkemengde,2023,0,2011,08825
Bamble (2020-2023),Folkemengde,2024,0,2011,08825
Bamble (2020-2023),Folkemengde,2025,0,2011,08825
Bamble (2020-2023),Folkemengde,2026,0,2011,08825
Bamble (2020-2023),Folkemengde,2027,0,2011,08825
Bamble (2020-2023),Folkemengde,2028,0,2011,08825
Bamble (2020-2023),Folkemengde,2029,0,2011,08825
Bamble (2020-2023),Folkemengde,2030,0,2011,08825
Bamble (2020-2023),Folkemengde,2031,0,2011,08825
Bamble (2020-2023),Folkemengde,2032,0,2011,08825
Bamble (2020-2023),Folkemengde,2033,0,2011,08825
Bamble (2020-2023),Folkemengde,2034,0,2011,08825
Bamble (2020-2023),Folkemengde,2035,0,2011,08825
Bamble (2020-2023),Folkemengde,2036,0,2011,08825
Bamble (2020-2023),Folkemengde,2037,0,2011,08825
Bamble (2020-2023),Folkemengde,2038,0,2011,08825
Bamble (2020-2023),Folkemengde,2039,0,2011,08825
Bamble (2020-2023),Folkemengde,2040,0,2011,08825
Kragerø (2020-2023),Folkemengde,2011,0,2011,08825
Kragerø (2020-2023),Folkemengde,2012,0,2011,08825
Kragerø (2020-2023),Folkemengde,2013,0,2011,08825
Kragerø (2020-2023),Folkemengde,2014,0,2011,08825
Kragerø (2020-2023),Folkemengde,2015,0,2011,08825
Kragerø (2020-2023),Folkemengde,2016,0,2011,08825
Kragerø (2020-2023),Folkemengde,2017,0,2011,08825
Kragerø (2020-2023),Folkemengde,2018,0,2011,08825
Kragerø (2020-2023),Folkemengde,2019,0,2011,08825
Kragerø (2020-2023),Folkemengde,2020,0,2011,08825
Kragerø (2020-2023),Folkemengde,2021,0,2011,08825
Kragerø (2020-2023),Folkemengde,2022,0,2011,08825
Kragerø (2020-2023),Folkemengde,2023,0,2011,08825
Kragerø (2020-2023),Folkemengde,2024,0,2011,08825
Kragerø (2020-2023),Folkemengde,2025,0,2011,08825
Kragerø (2020-2023),Folkemengde,2026,0,2011,08825
Kragerø (2020-2023),Folkemengde,2027,0,2011,08825
Kragerø (2020-2023),Folkemengde,2028,0,2011,08825
Kragerø (2020-2023),Folkemengde,2029,0,2011,08825
Kragerø (2020-2023),Folkemengde,2030,0,2011,08825
Kragerø (2020-2023),Folkemengde,2031,0,2011,08825
Kragerø (2020-2023),Folkemengde,2032,0,2011,08825
Kragerø (2020-2023),Folkemengde,2033,0,2011,08825
Kragerø (2020-2023),Folkemengde,2034,0,2011,08825
Kragerø (2020-2023),Folkemengde,2035,0,2011,08825
Kragerø (2020-2023),Folkemengde,2036,0,2011,08825
Kragerø (2020-2023),Folkemengde,2037,0,2011,08825
Kragerø (2020-2023),Folkemengde,2038,0,2011,08825
Kragerø (2020-2023),Folkemengde,2039,0,2011,08825
Kragerø (2020-2023),Folkemengde,2040,0,2011,08825
Drangedal (2020-2023),Folkemengde,2011,0,2011,08825
Drangedal (2020-2023),Folkemengde,2012,0,2011,08825
Drangedal (2020-2023),Folkemengde,2013,0,2011,08825
Drangedal (2020-2023),Folkemengde,2014,0,2011,08825
Drangedal (2020-2023),Folkemengde,2015,0,2011,08825
Drangedal (2020-2023),Folkemengde,2016,0,2011,08825
Drangedal (2020-2023),Folkemengde,2017,0,2011,08825
Drangedal (2020-2023),Folkemengde,2018,0,2011,08825
Drangedal (2020-2023),Folkemengde,2019,0,2011,08825
Drangedal (2020-2023),Folkemengde,2020,0,2011,08825
Drangedal (2020-2023),Folkemengde,2021,0,2011,08825
Drangedal (2020-2023),Folkemengde,2022,0,2011,08825
Drangedal (2020-2023),Folkemengde,2023,0,2011,08825
Drangedal (2020-2023),Folkemengde,2024,0,2011,08825
Drangedal (2020-2023),Folkemengde,2025,0,2011,08825
Drangedal (2020-2023),Folkemengde,2026,0,2011,08825
Drangedal (2020-2023),Folkemengde,2027,0,2011,08825
Drangedal (2020-2023),Folkemengde,2028,0,2011,08825
Drangedal (2020-2023),Folkemengde,2029,0,2011,08825
Drangedal (2020-2023),Folkemengde,2030,0,2011,08825
Drangedal (2020-2023),Folkemengde,2031,0,2011,08825
Drangedal (2020-2023),Folkemengde,2032,0,2011,08825
Drangedal (2020-2023),Folkemengde,2033,0,2011,08825
Drangedal (2020-2023),Folkemengde,2034,0,2011,08825
Drangedal (2020-2023),Folkemengde,2035,0,2011,08825
Drangedal (2020-2023),Folkemengde,2036,0,2011,08825
Drangedal (2020-2023),Folkemengde,2037,0,2011,08825
Drangedal (2020-2023),Folkemengde,2038,0,2011,08825
Drangedal (2020-2023),Folkemengde,2039,0,2011,08825
Drangedal (2020-2023),Folkemengde,2040,0,2011,08825
Nome (2020-2023),Folkemengde,2011,0,2011,08825
Nome (2020-2023),Folkemengde,2012,0,2011,08825
Nome (2020-2023),Folkemengde,2013,0,2011,08825
Nome (2020-2023),Folkemengde,2014,0,2011,08825
Nome (2020-2023),Folkemengde,2015,0,2011,08825
Nome (2020-2023),Folkemengde,2016,0,2011,08825
Nome (2020-2023),Folkemengde,2017,0,2011,08825
Nome (2020-2023),Folkemengde,2018,0,2011,08825
Nome (2020-2023),Folkemengde,2019,0,2011,08825
Nome (2020-2023),Folkemengde,2020,0,2011,08825
Nome (2020-2023),Folkemengde,2021,0,2011,08825
Nome (2020-2023),Folkemengde,2022,0,2011,08825
Nome (2020-2023),Folkemengde,2023,0,2011,08825
Nome (2020-2023),Folkemengde,2024,0,2011,08825
Nome (2020-2023),Folkemengde,2025,0,2011,08825
Nome (2020-2023),Folkemengde,2026,0,2011,08825
Nome (2020-2023),Folkemengde,2027,0,2011,08825
Nome (2020-2023),Folkemengde,2028,0,2011,08825
Nome (2020-2023),Folkemengde,2029,0,2011,08825
Nome (2020-2023),Folkemengde,2030,0,2011,08825
Nome (2020-2023),Folkemengde,2031,0,2011,08825
Nome (2020-2023),Folkemengde,2032,0,2011,08825
Nome (2020-2023),Folkemengde,2033,0,2011,08825
Nome (2020-2023),Folkemengde,2034,0,2011,08825
Nome (2020-2023),Folkemengde,2035,0,2011,08825
Nome (2020-2023),Folkemengde,2036,0,2011,08825
Nome (2020-2023),Folkemengde,2037,0,2011,08825
Nome (2020-2023),Folkemengde,2038,0,2011,08825
Nome (2020-2023),Folkemengde,2039,0,2011,08825
Nome (2020-2023),Folkemengde,2040,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2011,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2012,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2013,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2014,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2015,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2016,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2017,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2018,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2019,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2020,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2021,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2022,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2023,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2024,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2025,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2026,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2027,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2028,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2029,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2030,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2031,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2032,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2033,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2034,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2035,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2036,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2037,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2038,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2039,0,2011,08825
Midt-Telemark (2020-2023),Folkemengde,2040,0,2011,08825
Tinn (2020-2023),Folkemengde,2011,0,2011,08825
Tinn (2020-2023),Folkemengde,2012,0,2011,08825
Tinn (2020-2023),Folkemengde,2013,0,2011,08825
Tinn (2020-2023),Folkemengde,2014,0,2011,08825
Tinn (2020-2023),Folkemengde,2015,0,2011,08825
Tinn (2020-2023),Folkemengde,2016,0,2011,08825
Tinn (2020-2023),Folkemengde,2017,0,2011,08825
Tinn (2020-2023),Folkemengde,2018,0,2011,08825
Tinn (2020-2023),Folkemengde,2019,0,2011,08825
Tinn (2020-2023),Folkemengde,2020,0,2011,08825
Tinn (2020-2023),Folkemengde,2021,0,2011,08825
Tinn (2020-2023),Folkemengde,2022,0,2011,08825
Tinn (2020-2023),Folkemengde,2023,0,2011,08825
Tinn (2020-2023),Folkemengde,2024,0,2011,08825
Tinn (2020-2023),Folkemengde,2025,0,2011,08825
Tinn (2020-2023),Folkemengde,2026,0,2011,08825
Tinn (2020-2023),Folkemengde,2027,0,2011,08825
Tinn (2020-2023),Folkemengde,2028,0,2011,08825
Tinn (2020-2023),Folkemengde,2029,0,2011,08825
Tinn (2020-2023),Folkemengde,2030,0,2011,08825
Tinn (2020-2023),Folkemengde,2031,0,2011,08825
Tinn (2020-2023),Folkemengde,2032,0,2011,08825
Tinn (2020-2023),Folkemengde,2033,0,2011,08825
Tinn (2020-2023),Folkemengde,2034,0,2011,08825
Tinn (2020-2023),Folkemengde,2035,0,2011,08825
Tinn (2020-2023),Folkemengde,2036,0,2011,08825
Tinn (2020-2023),Folkemengde,2037,0,2011,08825
Tinn (2020-2023),Folkemengde,2038,0,2011,08825
Tinn (2020-2023),Folkemengde,2039,0,2011,08825
Tinn (2020-2023),Folkemengde,2040,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2011,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2012,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2013,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2014,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2015,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2016,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2017,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2018,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2019,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2020,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2021,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2022,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2023,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2024,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2025,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2026,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2027,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2028,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2029,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2030,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2031,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2032,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2033,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2034,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2035,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2036,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2037,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2038,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2039,0,2011,08825
Hjartdal (2020-2023),Folkemengde,2040,0,2011,08825
Seljord (2020-2023),Folkemengde,2011,0,2011,08825
Seljord (2020-2023),Folkemengde,2012,0,2011,08825
Seljord (2020-2023),Folkemengde,2013,0,2011,08825
Seljord (2020-2023),Folkemengde,2014,0,2011,08825
Seljord (2020-2023),Folkemengde,2015,0,2011,08825
Seljord (2020-2023),Folkemengde,2016,0,2011,08825
Seljord (2020-2023),Folkemengde,2017,0,2011,08825
Seljord (2020-2023),Folkemengde,2018,0,2011,08825
Seljord (2020-2023),Folkemengde,2019,0,2011,08825
Seljord (2020-2023),Folkemengde,2020,0,2011,08825
Seljord (2020-2023),Folkemengde,2021,0,2011,08825
Seljord (2020-2023),Folkemengde,2022,0,2011,08825
Seljord (2020-2023),Folkemengde,2023,0,2011,08825
Seljord (2020-2023),Folkemengde,2024,0,2011,08825
Seljord (2020-2023),Folkemengde,2025,0,2011,08825
Seljord (2020-2023),Folkemengde,2026,0,2011,08825
Seljord (2020-2023),Folkemengde,2027,0,2011,08825
Seljord (2020-2023),Folkemengde,2028,0,2011,08825
Seljord (2020-2023),Folkemengde,2029,0,2011,08825
Seljord (2020-2023),Folkemengde,2030,0,2011,08825
Seljord (2020-2023),Folkemengde,2031,0,2011,08825
Seljord (2020-2023),Folkemengde,2032,0,2011,08825
Seljord (2020-2023),Folkemengde,2033,0,2011,08825
Seljord (2020-2023),Folkemengde,2034,0,2011,08825
Seljord (2020-2023),Folkemengde,2035,0,2011,08825
Seljord (2020-2023),Folkemengde,2036,0,2011,08825
Seljord (2020-2023),Folkemengde,2037,0,2011,08825
Seljord (2020-2023),Folkemengde,2038,0,2011,08825
Seljord (2020-2023),Folkemengde,2039,0,2011,08825
Seljord (2020-2023),Folkemengde,2040,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2011,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2012,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2013,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2014,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2015,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2016,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2017,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2018,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2019,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2020,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2021,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2022,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2023,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2024,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2025,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2026,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2027,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2028,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2029,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2030,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2031,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2032,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2033,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2034,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2035,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2036,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2037,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2038,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2039,0,2011,08825
Kviteseid (2020-2023),Folkemengde,2040,0,2011,08825
Nissedal (2020-2023),Folkemengde,2011,0,2011,08825
Nissedal (2020-2023),Folkemengde,2012,0,2011,08825
Nissedal (2020-2023),Folkemengde,2013,0,2011,08825
Nissedal (2020-2023),Folkemengde,2014,0,2011,08825
Nissedal (2020-2023),Folkemengde,2015,0,2011,08825
Nissedal (2020-2023),Folkemengde,2016,0,2011,08825
Nissedal (2020-2023),Folkemengde,2017,0,2011,08825
Nissedal (2020-2023),Folkemengde,2018,0,2011,08825
Nissedal (2020-2023),Folkemengde,2019,0,2011,08825
Nissedal (2020-2023),Folkemengde,2020,0,2011,08825
Nissedal (2020-2023),Folkemengde,2021,0,2011,08825
Nissedal (2020-2023),Folkemengde,2022,0,2011,08825
Nissedal (2020-2023),Folkemengde,2023,0,2011,08825
Nissedal (2020-2023),Folkemengde,2024,0,2011,08825
Nissedal (2020-2023),Folkemengde,2025,0,2011,08825
Nissedal (2020-2023),Folkemengde,2026,0,2011,08825
Nissedal (2020-2023),Folkemengde,2027,0,2011,08825
Nissedal (2020-2023),Folkemengde,2028,0,2011,08825
Nissedal (2020-2023),Folkemengde,2029,0,2011,08825
Nissedal (2020-2023),Folkemengde,2030,0,2011,08825
Nissedal (2020-2023),Folkemengde,2031,0,2011,08825
Nissedal (2020-2023),Folkemengde,2032,0,2011,08825
Nissedal (2020-2023),Folkemengde,2033,0,2011,08825
Nissedal (2020-2023),Folkemengde,2034,0,2011,08825
Nissedal (2020-2023),Folkemengde,2035,0,2011,08825
Nissedal (2020-2023),Folkemengde,2036,0,2011,08825
Nissedal (2020-2023),Folkemengde,2037,0,2011,08825
Nissedal (2020-2023),Folkemengde,2038,0,2011,08825
Nissedal (2020-2023),Folkemengde,2039,0,2011,08825
Nissedal (2020-2023),Folkemengde,2040,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2011,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2012,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2013,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2014,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2015,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2016,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2017,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2018,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2019,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2020,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2021,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2022,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2023,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2024,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2025,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2026,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2027,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2028,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2029,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2030,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2031,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2032,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2033,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2034,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2035,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2036,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2037,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2038,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2039,0,2011,08825
Fyresdal (2020-2023),Folkemengde,2040,0,2011,08825
Tokke (2020-2023),Folkemengde,2011,0,2011,08825
Tokke (2020-2023),Folkemengde,2012,0,2011,08825
Tokke (2020-2023),Folkemengde,2013,0,2011,08825
Tokke (2020-2023),Folkemengde,2014,0,2011,08825
Tokke (2020-2023),Folkemengde,2015,0,2011,08825
Tokke (2020-2023),Folkemengde,2016,0,2011,08825
Tokke (2020-2023),Folkemengde,2017,0,2011,08825
Tokke (2020-2023),Folkemengde,2018,0,2011,08825
Tokke (2020-2023),Folkemengde,2019,0,2011,08825
Tokke (2020-2023),Folkemengde,2020,0,2011,08825
Tokke (2020-2023),Folkemengde,2021,0,2011,08825
Tokke (2020-2023),Folkemengde,2022,0,2011,08825
Tokke (2020-2023),Folkemengde,2023,0,2011,08825
Tokke (2020-2023),Folkemengde,2024,0,2011,08825
Tokke (2020-2023),Folkemengde,2025,0,2011,08825
Tokke (2020-2023),Folkemengde,2026,0,2011,08825
