region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,0 år,362,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,1-5 år,1934,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,6-12 år,2979,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,13-15 år,1288,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,16-19 år,1890,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,20-66 år,21028,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,67-79 år,3065,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,80-89 år,1595,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2009,90 år eller eldre,236,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,0 år,379,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,1-5 år,1944,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,6-12 år,2914,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,13-15 år,1374,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,16-19 år,1849,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,20-66 år,21283,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,67-79 år,3110,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,80-89 år,1585,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2010,90 år eller eldre,256,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,0 år,377,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,1-5 år,1936,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,6-12 år,2915,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,13-15 år,1354,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,16-19 år,1831,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,20-66 år,21542,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,67-79 år,3204,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,80-89 år,1533,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2011,90 år eller eldre,294,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,0 år,376,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,1-5 år,1931,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,6-12 år,2942,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,13-15 år,1354,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,16-19 år,1794,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,20-66 år,21714,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,67-79 år,3342,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,80-89 år,1467,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2012,90 år eller eldre,321,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,0 år,376,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,1-5 år,1949,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,6-12 år,2915,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,13-15 år,1313,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,16-19 år,1819,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,20-66 år,21873,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,67-79 år,3489,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,80-89 år,1432,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2013,90 år eller eldre,338,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,0 år,378,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,1-5 år,1971,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,6-12 år,2875,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,13-15 år,1328,2009,07268
Porsgrunn (-2019),Middels nasjonal vekst (Alternativ MMMM),2014,16-19 år,1858,2009,07268
