region,statistikkvariabel,år,alder,value,Framskriving,Tabell
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2014,67-79 år,3708,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2014,80-89 år,1380,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2014,90 år eller eldre,346,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,0 år,378,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,1-5 år,1975,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,6-12 år,2911,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,13-15 år,1362,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,16-19 år,1850,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,20-66 år,22166,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,67-79 år,3893,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,80-89 år,1355,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2015,90 år eller eldre,347,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,0 år,384,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,1-5 år,1981,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,6-12 år,2947,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,13-15 år,1316,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,16-19 år,1881,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,20-66 år,22301,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,67-79 år,4026,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,80-89 år,1329,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2016,90 år eller eldre,350,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,0 år,389,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,1-5 år,1997,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,6-12 år,2964,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,13-15 år,1278,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,16-19 år,1860,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,20-66 år,22478,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,67-79 år,4169,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,80-89 år,1313,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2017,90 år eller eldre,348,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,0 år,394,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,1-5 år,2015,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,6-12 år,2959,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,13-15 år,1295,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,16-19 år,1838,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,20-66 år,22606,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,67-79 år,4291,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,80-89 år,1326,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2018,90 år eller eldre,345,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,0 år,399,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,1-5 år,2037,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,6-12 år,2948,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,13-15 år,1337,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,16-19 år,1820,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,20-66 år,22711,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,67-79 år,4413,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,80-89 år,1341,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2019,90 år eller eldre,335,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,0 år,404,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,1-5 år,2065,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,6-12 år,2975,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,13-15 år,1332,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,16-19 år,1790,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,20-66 år,22841,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,67-79 år,4539,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,80-89 år,1347,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2020,90 år eller eldre,336,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,0 år,407,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,1-5 år,2090,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,6-12 år,2991,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,13-15 år,1314,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,16-19 år,1777,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,20-66 år,22953,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,67-79 år,4663,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,80-89 år,1385,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2021,90 år eller eldre,328,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,0 år,412,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,1-5 år,2115,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,6-12 år,3001,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,13-15 år,1311,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,16-19 år,1796,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,20-66 år,23033,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,67-79 år,4804,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,80-89 år,1395,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2022,90 år eller eldre,321,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,0 år,414,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,1-5 år,2137,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,6-12 år,3016,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,13-15 år,1332,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,16-19 år,1808,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,20-66 år,23087,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,67-79 år,4898,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,80-89 år,1460,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2023,90 år eller eldre,316,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,0 år,416,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,1-5 år,2159,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,6-12 år,3040,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,13-15 år,1343,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,16-19 år,1813,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,20-66 år,23141,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,67-79 år,4977,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,80-89 år,1548,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2024,90 år eller eldre,305,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,0 år,417,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,1-5 år,2174,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,6-12 år,3073,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,13-15 år,1336,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,16-19 år,1810,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,20-66 år,23238,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,67-79 år,5019,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,80-89 år,1648,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2025,90 år eller eldre,304,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,0 år,418,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,1-5 år,2190,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,6-12 år,3107,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,13-15 år,1337,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,16-19 år,1807,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,20-66 år,23345,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,67-79 år,5045,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,80-89 år,1758,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2026,90 år eller eldre,305,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,0 år,417,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,1-5 år,2201,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,6-12 år,3137,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,13-15 år,1339,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,16-19 år,1825,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,20-66 år,23403,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,67-79 år,5067,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,80-89 år,1864,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2027,90 år eller eldre,302,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,0 år,416,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,1-5 år,2206,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,6-12 år,3171,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,13-15 år,1347,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,16-19 år,1832,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,20-66 år,23488,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,67-79 år,5065,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,80-89 år,1976,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2028,90 år eller eldre,319,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,0 år,416,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,1-5 år,2207,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,6-12 år,3205,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,13-15 år,1361,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,16-19 år,1830,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,20-66 år,23580,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,67-79 år,5104,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,80-89 år,2050,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2029,90 år eller eldre,328,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,0 år,415,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,1-5 år,2209,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,6-12 år,3235,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,13-15 år,1377,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,16-19 år,1830,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,20-66 år,23685,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,67-79 år,5119,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,80-89 år,2130,2008,06917
Porsgrunn,Middels nasjonal vekst (Alternativ MMMM),2030,90 år eller eldre,338,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,0 år,356,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,1-5 år,1904,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,6-12 år,3010,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,13-15 år,1320,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,16-19 år,1815,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,20-66 år,20810,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,67-79 år,3107,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,80-89 år,1635,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2008,90 år eller eldre,229,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,0 år,368,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,1-5 år,1925,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,6-12 år,2994,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,13-15 år,1286,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,16-19 år,1896,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,20-66 år,21050,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,67-79 år,3091,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,80-89 år,1614,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2009,90 år eller eldre,234,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,0 år,358,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,1-5 år,1942,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,6-12 år,2933,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,13-15 år,1372,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,16-19 år,1855,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,20-66 år,21274,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,67-79 år,3135,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,80-89 år,1585,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2010,90 år eller eldre,248,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,0 år,349,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,1-5 år,1923,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,6-12 år,2924,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,13-15 år,1369,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,16-19 år,1830,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,20-66 år,21507,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,67-79 år,3223,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,80-89 år,1530,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2011,90 år eller eldre,288,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,0 år,342,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,1-5 år,1890,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,6-12 år,2953,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,13-15 år,1372,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,16-19 år,1796,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,20-66 år,21677,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,67-79 år,3360,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,80-89 år,1462,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2012,90 år eller eldre,304,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,0 år,337,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,1-5 år,1885,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,6-12 år,2913,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,13-15 år,1342,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,16-19 år,1822,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,20-66 år,21813,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,67-79 år,3505,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,80-89 år,1421,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2013,90 år eller eldre,317,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,0 år,332,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,1-5 år,1860,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,6-12 år,2876,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,13-15 år,1345,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,16-19 år,1872,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,20-66 år,21884,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,67-79 år,3684,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,80-89 år,1351,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2014,90 år eller eldre,332,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,0 år,326,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,1-5 år,1821,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,6-12 år,2876,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,13-15 år,1352,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,16-19 år,1837,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,20-66 år,21974,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,67-79 år,3862,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,80-89 år,1318,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2015,90 år eller eldre,326,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,0 år,322,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,1-5 år,1789,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,6-12 år,2893,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,13-15 år,1303,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,16-19 år,1865,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,20-66 år,22064,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,67-79 år,3994,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,80-89 år,1289,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2016,90 år eller eldre,329,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2017,0 år,317,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2017,1-5 år,1756,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2017,6-12 år,2884,2008,06917
Porsgrunn,Lav nasjonal vekst (Alternativ LLML),2017,13-15 år,1263,2008,06917
